"neighborhood","dow","source","request_type","responsible_agency","request_details","count"
"Bayview","Sun","Open311","Illegal_Dumping","DPW Ops Queue","Garbage",1
"Bayview","Sun","Open311","Illegal_Dumping","Recology_Abandoned","Furniture",4
"Bayview","Sun","Open311","Illegal_Dumping","Recology_Abandoned","Garbage",14
"Bayview","Sun","Open311","Sidewalk_Cleaning","DPW Ops Queue","Human_waste_or_urine",1
"Bayview","Sun","Open311","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",2
"Bayview","Sun","Voice In","Illegal_Dumping","Recology_Abandoned","Furniture",4
"Bayview","Sun","Voice In","Illegal_Dumping","Recology_Abandoned","Garbage",1
"Bayview","Sun","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",6
"Bayview","Sun","Voice In","Sidewalk_Cleaning","Recology_Abandoned","Sidewalk_Cleaning",2
"Bayview","Mon","Open311","Illegal_Dumping","DPW Ops Queue","Garbage",1
"Bayview","Mon","Open311","Illegal_Dumping","Recology_Abandoned","Furniture",11
"Bayview","Mon","Open311","Illegal_Dumping","Recology_Abandoned","Garbage",37
"Bayview","Mon","Open311","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",2
"Bayview","Mon","Voice In","Illegal_Dumping","Recology_Abandoned","Furniture",19
"Bayview","Mon","Voice In","Illegal_Dumping","Recology_Abandoned","Garbage",17
"Bayview","Mon","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Human_waste_or_urine",3
"Bayview","Mon","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",21
"Bayview","Mon","Voice In","Sidewalk_Cleaning","Recology_Abandoned","Sidewalk_Cleaning",3
"Bayview","Tues","Open311","Illegal_Dumping","DPW Ops Queue","Garbage",2
"Bayview","Tues","Open311","Illegal_Dumping","Recology_Abandoned","Furniture",12
"Bayview","Tues","Open311","Illegal_Dumping","Recology_Abandoned","Garbage",13
"Bayview","Tues","Open311","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",4
"Bayview","Tues","Voice In","Damaged Parking_Meter","DPT Meter_Bike Queue","Parking_Meter",1
"Bayview","Tues","Voice In","Illegal_Dumping","Recology_Abandoned","Furniture",14
"Bayview","Tues","Voice In","Illegal_Dumping","Recology_Abandoned","Garbage",22
"Bayview","Tues","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Human_waste_or_urine",1
"Bayview","Tues","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",19
"Bayview","Tues","Voice In","Sidewalk_Cleaning","Recology_Abandoned","Sidewalk_Cleaning",1
"Bayview","Wed","Open311","Illegal_Dumping","DPW Ops Queue","Garbage",1
"Bayview","Wed","Open311","Illegal_Dumping","Recology_Abandoned","Furniture",7
"Bayview","Wed","Open311","Illegal_Dumping","Recology_Abandoned","Garbage",22
"Bayview","Wed","Open311","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",2
"Bayview","Wed","Voice In","Damaged Parking_Meter","DPT Meter_Bike Queue","Parking_Meter",1
"Bayview","Wed","Voice In","Illegal_Dumping","Recology_Abandoned","Furniture",14
"Bayview","Wed","Voice In","Illegal_Dumping","Recology_Abandoned","Garbage",10
"Bayview","Wed","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Human_waste_or_urine",3
"Bayview","Wed","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",15
"Bayview","Wed","Voice In","Sidewalk_Cleaning","Recology_Abandoned","Sidewalk_Cleaning",1
"Bayview","Thurs","Open311","Illegal_Dumping","DPW Ops Queue","Garbage",1
"Bayview","Thurs","Open311","Illegal_Dumping","Recology_Abandoned","Furniture",6
"Bayview","Thurs","Open311","Illegal_Dumping","Recology_Abandoned","Garbage",28
"Bayview","Thurs","Open311","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",4
"Bayview","Thurs","Voice In","Damaged Parking_Meter","DPT Meter_Bike Queue","Parking_Meter",1
"Bayview","Thurs","Voice In","Illegal_Dumping","Recology_Abandoned","Furniture",13
"Bayview","Thurs","Voice In","Illegal_Dumping","Recology_Abandoned","Garbage",16
"Bayview","Thurs","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Human_waste_or_urine",3
"Bayview","Thurs","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",19
"Bayview","Thurs","Voice In","Sidewalk_Cleaning","Recology_Abandoned","Sidewalk_Cleaning",1
"Bayview","Fri","Open311","Illegal_Dumping","Recology_Abandoned","Furniture",1
"Bayview","Fri","Open311","Illegal_Dumping","Recology_Abandoned","Garbage",9
"Bayview","Fri","Open311","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",5
"Bayview","Fri","Voice In","Illegal_Dumping","Recology_Abandoned","Furniture",6
"Bayview","Fri","Voice In","Illegal_Dumping","Recology_Abandoned","Garbage",12
"Bayview","Fri","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Human_waste_or_urine",6
"Bayview","Fri","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",15
"Bayview","Sat","Open311","Illegal_Dumping","Recology_Abandoned","Furniture",1
"Bayview","Sat","Open311","Illegal_Dumping","Recology_Abandoned","Garbage",7
"Bayview","Sat","Open311","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",4
"Bayview","Sat","Voice In","Illegal_Dumping","Recology_Abandoned","Furniture",8
"Bayview","Sat","Voice In","Illegal_Dumping","Recology_Abandoned","Garbage",3
"Bayview","Sat","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Human_waste_or_urine",2
"Bayview","Sat","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",7
"Bernal Heights","Sun","Open311","Illegal_Dumping","Recology_Abandoned","Furniture",1
"Bernal Heights","Sun","Open311","Illegal_Dumping","Recology_Abandoned","Garbage",6
"Bernal Heights","Sun","Open311","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",1
"Bernal Heights","Sun","Voice In","Damaged Parking_Meter","DPT Meter_Bike Queue","Parking_Meter",7
"Bernal Heights","Sun","Voice In","Illegal_Dumping","Recology_Abandoned","Furniture",18
"Bernal Heights","Sun","Voice In","Illegal_Dumping","Recology_Abandoned","Garbage",3
"Bernal Heights","Sun","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Human_waste_or_urine",1
"Bernal Heights","Sun","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",7
"Bernal Heights","Mon","Open311","Illegal_Dumping","Recology_Abandoned","Furniture",1
"Bernal Heights","Mon","Open311","Illegal_Dumping","Recology_Abandoned","Garbage",6
"Bernal Heights","Mon","Open311","Sidewalk_Cleaning","DPW Ops Queue","Human_waste_or_urine",1
"Bernal Heights","Mon","Open311","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",3
"Bernal Heights","Mon","Voice In","Damaged Parking_Meter","DPT Meter_Bike Queue","Parking_Meter",4
"Bernal Heights","Mon","Voice In","Illegal_Dumping","Recology_Abandoned","Furniture",12
"Bernal Heights","Mon","Voice In","Illegal_Dumping","Recology_Abandoned","Garbage",6
"Bernal Heights","Mon","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Human_waste_or_urine",2
"Bernal Heights","Mon","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",3
"Bernal Heights","Tues","Open311","Illegal_Dumping","Recology_Abandoned","Furniture",3
"Bernal Heights","Tues","Open311","Illegal_Dumping","Recology_Abandoned","Garbage",2
"Bernal Heights","Tues","Open311","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",3
"Bernal Heights","Tues","Voice In","Damaged Parking_Meter","DPT Meter_Bike Queue","Parking_Meter",3
"Bernal Heights","Tues","Voice In","Illegal_Dumping","Recology_Abandoned","Furniture",17
"Bernal Heights","Tues","Voice In","Illegal_Dumping","Recology_Abandoned","Garbage",8
"Bernal Heights","Tues","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",8
"Bernal Heights","Tues","Voice In","Sidewalk_Cleaning","Recology_Abandoned","Sidewalk_Cleaning",3
"Bernal Heights","Tues","Web Self Service","Damaged Parking_Meter","DPT Meter_Bike Queue","Parking_Meter",1
"Bernal Heights","Wed","Open311","Illegal_Dumping","Recology_Abandoned","Furniture",2
"Bernal Heights","Wed","Open311","Illegal_Dumping","Recology_Abandoned","Garbage",2
"Bernal Heights","Wed","Open311","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",2
"Bernal Heights","Wed","Voice In","Damaged Parking_Meter","DPT Meter_Bike Queue","Parking_Meter",2
"Bernal Heights","Wed","Voice In","Illegal_Dumping","Recology_Abandoned","Furniture",15
"Bernal Heights","Wed","Voice In","Illegal_Dumping","Recology_Abandoned","Garbage",8
"Bernal Heights","Wed","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Human_waste_or_urine",3
"Bernal Heights","Wed","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",4
"Bernal Heights","Thurs","Open311","Illegal_Dumping","Recology_Abandoned","Furniture",2
"Bernal Heights","Thurs","Open311","Illegal_Dumping","Recology_Abandoned","Garbage",2
"Bernal Heights","Thurs","Open311","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",2
"Bernal Heights","Thurs","Twitter","Illegal_Dumping","Recology_Abandoned","Garbage",1
"Bernal Heights","Thurs","Voice In","Damaged Parking_Meter","DPT Meter_Bike Queue","Parking_Meter",3
"Bernal Heights","Thurs","Voice In","Illegal_Dumping","Recology_Abandoned","Furniture",16
"Bernal Heights","Thurs","Voice In","Illegal_Dumping","Recology_Abandoned","Garbage",5
"Bernal Heights","Thurs","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Human_waste_or_urine",2
"Bernal Heights","Thurs","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",10
"Bernal Heights","Fri","Open311","Illegal_Dumping","DPW Ops Queue","Garbage",1
"Bernal Heights","Fri","Open311","Illegal_Dumping","Recology_Abandoned","Furniture",1
"Bernal Heights","Fri","Open311","Illegal_Dumping","Recology_Abandoned","Garbage",3
"Bernal Heights","Fri","Open311","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",6
"Bernal Heights","Fri","Voice In","Damaged Parking_Meter","DPT Meter_Bike Queue","Parking_Meter",2
"Bernal Heights","Fri","Voice In","Illegal_Dumping","Recology_Abandoned","Furniture",18
"Bernal Heights","Fri","Voice In","Illegal_Dumping","Recology_Abandoned","Garbage",4
"Bernal Heights","Fri","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",5
"Bernal Heights","Fri","Web Self Service","Damaged Parking_Meter","DPT Meter_Bike Queue","Parking_Meter",1
"Bernal Heights","Sat","Open311","Illegal_Dumping","Recology_Abandoned","Garbage",6
"Bernal Heights","Sat","Open311","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",2
"Bernal Heights","Sat","Voice In","Damaged Parking_Meter","DPT Meter_Bike Queue","Parking_Meter",10
"Bernal Heights","Sat","Voice In","Illegal_Dumping","Recology_Abandoned","Furniture",14
"Bernal Heights","Sat","Voice In","Illegal_Dumping","Recology_Abandoned","Garbage",9
"Bernal Heights","Sat","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",10
"Castro/Upper Market","Sun","Integrated Agency","Illegal_Dumping","Recology_Abandoned","Furniture",1
"Castro/Upper Market","Sun","Open311","Illegal_Dumping","Recology_Abandoned","Furniture",12
"Castro/Upper Market","Sun","Open311","Illegal_Dumping","Recology_Abandoned","Garbage",7
"Castro/Upper Market","Sun","Open311","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",4
"Castro/Upper Market","Sun","Voice In","Damaged Parking_Meter","DPT Meter_Bike Queue","Parking_Meter",8
"Castro/Upper Market","Sun","Voice In","Illegal_Dumping","Recology_Abandoned","Furniture",3
"Castro/Upper Market","Sun","Voice In","Illegal_Dumping","Recology_Abandoned","Garbage",4
"Castro/Upper Market","Sun","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Human_waste_or_urine",1
"Castro/Upper Market","Sun","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",9
"Castro/Upper Market","Mon","Integrated Agency","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",1
"Castro/Upper Market","Mon","Integrated Agency","Sidewalk_Cleaning","Recology_Abandoned","Sidewalk_Cleaning",1
"Castro/Upper Market","Mon","Open311","Illegal_Dumping","Recology_Abandoned","Furniture",11
"Castro/Upper Market","Mon","Open311","Illegal_Dumping","Recology_Abandoned","Garbage",14
"Castro/Upper Market","Mon","Open311","Sidewalk_Cleaning","DPW Ops Queue","Human_waste_or_urine",4
"Castro/Upper Market","Mon","Open311","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",3
"Castro/Upper Market","Mon","Voice In","Damaged Parking_Meter","DPT Meter_Bike Queue","Parking_Meter",3
"Castro/Upper Market","Mon","Voice In","Illegal_Dumping","Recology_Abandoned","Furniture",13
"Castro/Upper Market","Mon","Voice In","Illegal_Dumping","Recology_Abandoned","Garbage",12
"Castro/Upper Market","Mon","Voice In","Sidewalk_Cleaning","DPW BSM Queue","Sidewalk_Cleaning",1
"Castro/Upper Market","Mon","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Human_waste_or_urine",10
"Castro/Upper Market","Mon","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",16
"Castro/Upper Market","Tues","Open311","Illegal_Dumping","DPW Ops Queue","Garbage",2
"Castro/Upper Market","Tues","Open311","Illegal_Dumping","Recology_Abandoned","Furniture",7
"Castro/Upper Market","Tues","Open311","Illegal_Dumping","Recology_Abandoned","Garbage",13
"Castro/Upper Market","Tues","Open311","Sidewalk_Cleaning","DPW Ops Queue","Human_waste_or_urine",2
"Castro/Upper Market","Tues","Open311","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",5
"Castro/Upper Market","Tues","Open311","Sidewalk_Cleaning","Recology_Abandoned","Sidewalk_Cleaning",1
"Castro/Upper Market","Tues","Voice In","Damaged Parking_Meter","DPT Meter_Bike Queue","Parking_Meter",4
"Castro/Upper Market","Tues","Voice In","Illegal_Dumping","Recology_Abandoned","Furniture",8
"Castro/Upper Market","Tues","Voice In","Illegal_Dumping","Recology_Abandoned","Garbage",8
"Castro/Upper Market","Tues","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Human_waste_or_urine",4
"Castro/Upper Market","Tues","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",18
"Castro/Upper Market","Wed","Open311","Illegal_Dumping","Recology_Abandoned","Furniture",6
"Castro/Upper Market","Wed","Open311","Illegal_Dumping","Recology_Abandoned","Garbage",18
"Castro/Upper Market","Wed","Open311","Sidewalk_Cleaning","DPW Ops Queue","Human_waste_or_urine",3
"Castro/Upper Market","Wed","Open311","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",8
"Castro/Upper Market","Wed","Voice In","Damaged Parking_Meter","DPT Meter_Bike Queue","Parking_Meter",4
"Castro/Upper Market","Wed","Voice In","Illegal_Dumping","Recology_Abandoned","Furniture",8
"Castro/Upper Market","Wed","Voice In","Illegal_Dumping","Recology_Abandoned","Garbage",12
"Castro/Upper Market","Wed","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Human_waste_or_urine",5
"Castro/Upper Market","Wed","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",14
"Castro/Upper Market","Thurs","Open311","Illegal_Dumping","Recology_Abandoned","Furniture",6
"Castro/Upper Market","Thurs","Open311","Illegal_Dumping","Recology_Abandoned","Garbage",13
"Castro/Upper Market","Thurs","Open311","Sidewalk_Cleaning","DPW Ops Queue","Human_waste_or_urine",1
"Castro/Upper Market","Thurs","Open311","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",3
"Castro/Upper Market","Thurs","Voice In","Damaged Parking_Meter","DPT Meter_Bike Queue","Parking_Meter",7
"Castro/Upper Market","Thurs","Voice In","Illegal_Dumping","Recology_Abandoned","Furniture",8
"Castro/Upper Market","Thurs","Voice In","Illegal_Dumping","Recology_Abandoned","Garbage",10
"Castro/Upper Market","Thurs","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Human_waste_or_urine",5
"Castro/Upper Market","Thurs","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",8
"Castro/Upper Market","Fri","Open311","Illegal_Dumping","Recology_Abandoned","Furniture",10
"Castro/Upper Market","Fri","Open311","Illegal_Dumping","Recology_Abandoned","Garbage",12
"Castro/Upper Market","Fri","Open311","Sidewalk_Cleaning","DPW Ops Queue","Human_waste_or_urine",2
"Castro/Upper Market","Fri","Open311","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",6
"Castro/Upper Market","Fri","Voice In","Damaged Parking_Meter","DPT Meter_Bike Queue","Parking_Meter",8
"Castro/Upper Market","Fri","Voice In","Illegal_Dumping","DPW Ops Queue","Garbage",2
"Castro/Upper Market","Fri","Voice In","Illegal_Dumping","Recology_Abandoned","Furniture",6
"Castro/Upper Market","Fri","Voice In","Illegal_Dumping","Recology_Abandoned","Garbage",1
"Castro/Upper Market","Fri","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Human_waste_or_urine",2
"Castro/Upper Market","Fri","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",16
"Castro/Upper Market","Sat","Open311","Illegal_Dumping","Recology_Abandoned","Furniture",5
"Castro/Upper Market","Sat","Open311","Illegal_Dumping","Recology_Abandoned","Garbage",10
"Castro/Upper Market","Sat","Open311","Sidewalk_Cleaning","DPW Ops Queue","Human_waste_or_urine",1
"Castro/Upper Market","Sat","Open311","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",5
"Castro/Upper Market","Sat","Voice In","Damaged Parking_Meter","DPT Meter_Bike Queue","Parking_Meter",8
"Castro/Upper Market","Sat","Voice In","Illegal_Dumping","Recology_Abandoned","Furniture",4
"Castro/Upper Market","Sat","Voice In","Illegal_Dumping","Recology_Abandoned","Garbage",2
"Castro/Upper Market","Sat","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Human_waste_or_urine",4
"Castro/Upper Market","Sat","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",5
"Downtown/Civic Center","Sun","Open311","Damaged Parking_Meter","DPT Meter_Bike Queue","Parking_Meter",2
"Downtown/Civic Center","Sun","Open311","Illegal_Dumping","DPW Ops Queue","Garbage",1
"Downtown/Civic Center","Sun","Open311","Illegal_Dumping","Recology_Abandoned","Furniture",5
"Downtown/Civic Center","Sun","Open311","Illegal_Dumping","Recology_Abandoned","Garbage",12
"Downtown/Civic Center","Sun","Open311","Sidewalk_Cleaning","DPW Ops Queue","Human_waste_or_urine",1
"Downtown/Civic Center","Sun","Open311","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",4
"Downtown/Civic Center","Sun","Voice In","Damaged Parking_Meter","DPT Meter_Bike Queue","Parking_Meter",137
"Downtown/Civic Center","Sun","Voice In","Illegal_Dumping","Recology_Abandoned","Furniture",12
"Downtown/Civic Center","Sun","Voice In","Illegal_Dumping","Recology_Abandoned","Garbage",15
"Downtown/Civic Center","Sun","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Human_waste_or_urine",19
"Downtown/Civic Center","Sun","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",22
"Downtown/Civic Center","Mon","Open311","Illegal_Dumping","Recology_Abandoned","Furniture",22
"Downtown/Civic Center","Mon","Open311","Illegal_Dumping","Recology_Abandoned","Garbage",45
"Downtown/Civic Center","Mon","Open311","Sidewalk_Cleaning","DPW Ops Queue","Human_waste_or_urine",23
"Downtown/Civic Center","Mon","Open311","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",7
"Downtown/Civic Center","Mon","Voice In","Damaged Parking_Meter","DPT Meter_Bike Queue","Parking_Meter",114
"Downtown/Civic Center","Mon","Voice In","Illegal_Dumping","Recology_Abandoned","Furniture",27
"Downtown/Civic Center","Mon","Voice In","Illegal_Dumping","Recology_Abandoned","Garbage",19
"Downtown/Civic Center","Mon","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Human_waste_or_urine",375
"Downtown/Civic Center","Mon","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",26
"Downtown/Civic Center","Mon","Web Self Service","Damaged Parking_Meter","DPT Meter_Bike Queue","Parking_Meter",1
"Downtown/Civic Center","Tues","Open311","Damaged Parking_Meter","DPT Meter_Bike Queue","Parking_Meter",9
"Downtown/Civic Center","Tues","Open311","Illegal_Dumping","Recology_Abandoned","Furniture",8
"Downtown/Civic Center","Tues","Open311","Illegal_Dumping","Recology_Abandoned","Garbage",33
"Downtown/Civic Center","Tues","Open311","Sidewalk_Cleaning","DPW Ops Queue","Human_waste_or_urine",7
"Downtown/Civic Center","Tues","Open311","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",17
"Downtown/Civic Center","Tues","Twitter","Sidewalk_Cleaning","DPW Ops Queue","Human_waste_or_urine",1
"Downtown/Civic Center","Tues","Voice In","Damaged Parking_Meter","DPT Meter_Bike Queue","Parking_Meter",126
"Downtown/Civic Center","Tues","Voice In","Illegal_Dumping","DPW Ops Queue","Garbage",1
"Downtown/Civic Center","Tues","Voice In","Illegal_Dumping","Recology_Abandoned","Furniture",17
"Downtown/Civic Center","Tues","Voice In","Illegal_Dumping","Recology_Abandoned","Garbage",14
"Downtown/Civic Center","Tues","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Human_waste_or_urine",314
"Downtown/Civic Center","Tues","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",20
"Downtown/Civic Center","Tues","Web Self Service","Damaged Parking_Meter","DPT Meter_Bike Queue","Parking_Meter",2
"Downtown/Civic Center","Wed","Integrated Agency","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",1
"Downtown/Civic Center","Wed","Open311","Damaged Parking_Meter","DPT Meter_Bike Queue","Parking_Meter",7
"Downtown/Civic Center","Wed","Open311","Illegal_Dumping","DPW Ops Queue","Garbage",1
"Downtown/Civic Center","Wed","Open311","Illegal_Dumping","Recology_Abandoned","Furniture",6
"Downtown/Civic Center","Wed","Open311","Illegal_Dumping","Recology_Abandoned","Garbage",24
"Downtown/Civic Center","Wed","Open311","Sidewalk_Cleaning","DPW Ops Queue","Human_waste_or_urine",12
"Downtown/Civic Center","Wed","Open311","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",8
"Downtown/Civic Center","Wed","Voice In","Damaged Parking_Meter","DPT Meter_Bike Queue","Parking_Meter",101
"Downtown/Civic Center","Wed","Voice In","Illegal_Dumping","DPW Ops Queue","Garbage",1
"Downtown/Civic Center","Wed","Voice In","Illegal_Dumping","Recology_Abandoned","Furniture",18
"Downtown/Civic Center","Wed","Voice In","Illegal_Dumping","Recology_Abandoned","Garbage",17
"Downtown/Civic Center","Wed","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Human_waste_or_urine",272
"Downtown/Civic Center","Wed","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",28
"Downtown/Civic Center","Wed","Voice In","Sidewalk_Cleaning","Recology_Abandoned","Sidewalk_Cleaning",1
"Downtown/Civic Center","Wed","Web Self Service","Damaged Parking_Meter","DPT Meter_Bike Queue","Parking_Meter",2
"Downtown/Civic Center","Thurs","Integrated Agency","Damaged Parking_Meter","DPT Meter_Bike Queue","Parking_Meter",1
"Downtown/Civic Center","Thurs","Open311","Damaged Parking_Meter","DPT Meter_Bike Queue","Parking_Meter",20
"Downtown/Civic Center","Thurs","Open311","Illegal_Dumping","Recology_Abandoned","Furniture",11
"Downtown/Civic Center","Thurs","Open311","Illegal_Dumping","Recology_Abandoned","Garbage",26
"Downtown/Civic Center","Thurs","Open311","Sidewalk_Cleaning","DPW Ops Queue","Human_waste_or_urine",12
"Downtown/Civic Center","Thurs","Open311","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",12
"Downtown/Civic Center","Thurs","Twitter","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",1
"Downtown/Civic Center","Thurs","Voice In","Damaged Parking_Meter","DPT Meter_Bike Queue","Parking_Meter",129
"Downtown/Civic Center","Thurs","Voice In","Illegal_Dumping","Recology_Abandoned","Furniture",14
"Downtown/Civic Center","Thurs","Voice In","Illegal_Dumping","Recology_Abandoned","Garbage",14
"Downtown/Civic Center","Thurs","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Human_waste_or_urine",325
"Downtown/Civic Center","Thurs","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",24
"Downtown/Civic Center","Thurs","Voice In","Sidewalk_Cleaning","Recology_Abandoned","Sidewalk_Cleaning",1
"Downtown/Civic Center","Fri","Open311","Damaged Parking_Meter","DPT Meter_Bike Queue","Parking_Meter",3
"Downtown/Civic Center","Fri","Open311","Illegal_Dumping","Recology_Abandoned","Furniture",8
"Downtown/Civic Center","Fri","Open311","Illegal_Dumping","Recology_Abandoned","Garbage",9
"Downtown/Civic Center","Fri","Open311","Sidewalk_Cleaning","DPW Ops Queue","Human_waste_or_urine",5
"Downtown/Civic Center","Fri","Open311","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",7
"Downtown/Civic Center","Fri","Open311","Sidewalk_Cleaning","Recology_Abandoned","Sidewalk_Cleaning",1
"Downtown/Civic Center","Fri","Voice In","Damaged Parking_Meter","DPT Meter_Bike Queue","Parking_Meter",116
"Downtown/Civic Center","Fri","Voice In","Illegal_Dumping","Recology_Abandoned","Furniture",17
"Downtown/Civic Center","Fri","Voice In","Illegal_Dumping","Recology_Abandoned","Garbage",10
"Downtown/Civic Center","Fri","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Human_waste_or_urine",315
"Downtown/Civic Center","Fri","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",20
"Downtown/Civic Center","Sat","Integrated Agency","Damaged Parking_Meter","DPT Meter_Bike Queue","Parking_Meter",1
"Downtown/Civic Center","Sat","Open311","Illegal_Dumping","Recology_Abandoned","Furniture",5
"Downtown/Civic Center","Sat","Open311","Illegal_Dumping","Recology_Abandoned","Garbage",13
"Downtown/Civic Center","Sat","Open311","Sidewalk_Cleaning","DPW Ops Queue","Human_waste_or_urine",3
"Downtown/Civic Center","Sat","Open311","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",6
"Downtown/Civic Center","Sat","Voice In","Damaged Parking_Meter","DPT Meter_Bike Queue","Parking_Meter",155
"Downtown/Civic Center","Sat","Voice In","Illegal_Dumping","Recology_Abandoned","Furniture",11
"Downtown/Civic Center","Sat","Voice In","Illegal_Dumping","Recology_Abandoned","Garbage",4
"Downtown/Civic Center","Sat","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Human_waste_or_urine",19
"Downtown/Civic Center","Sat","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",15
"Downtown/Civic Center","Sat","Web Self Service","Damaged Parking_Meter","DPT Meter_Bike Queue","Parking_Meter",1
"Excelsior","Sun","Open311","Illegal_Dumping","Recology_Abandoned","Furniture",3
