"date","MID","OEX","GSPC"
1363305600,1141.83,701.75,1560.7
1363910400,1139.67,700.57,1556.89
1364428800,1153.68,704.57,1569.19
1365120000,1123.97,699.49,1553.28
1365724800,1149.23,715.38,1588.85
1366329600,1121.3,700.82,1555.25
1366934400,1141.2,712.4,1582.24
1367539200,1165.07,725.65,1614.42
1368144000,1189.93,732.85,1633.7
1368748800,1211.54,747.72,1667.47
1369353600,1188.07,742.42,1649.6
1369958400,1184.32,733.63,1630.74
1370563200,1181.26,740.6,1643.38
1371168000,1172.13,732.1,1626.73
1371772800,1137.19,717.58,1592.43
1372377600,1160.82,720.62,1606.28
1372982400,1186.11,732.91,1631.89
1373587200,1221.24,752.94,1680.19
1374192000,1234.25,757.51,1692.09
1374796800,1228.27,759.16,1691.65
1375401600,1253.76,765.7,1709.67
1376006400,1237.7,756.27,1691.42
1376611200,1205.7,742.38,1655.83
1377216000,1217.43,744.04,1663.5
1377820800,1183.87,730.92,1632.97
1378425600,1198.69,739.53,1655.17
1379030400,1229.4,754.07,1687.99
1379635200,1245.4,763.23,1709.91
1380240000,1244.18,753.51,1691.75
1380844800,1255.44,750.81,1690.5
1381449600,1261.2,757.73,1703.2
1382054400,1290.59,776.21,1744.5
1382659200,1295.1,783.33,1759.77
1383264000,1290.71,785.61,1761.64
1383868800,1285.86,791.03,1770.61
1384473600,1311.77,802.1,1798.18
1385078400,1308.81,804.95,1804.76
1385683200,1304.18,806.36,1805.81
1386288000,1309.68,805.75,1805.09
1386892800,1289.42,791.56,1775.32
1387497600,1318.85,809.74,1818.32
1388102400,1336.3,821.25,1841.4
1388707200,1333.78,816.47,1831.37
1389312000,1349.09,817.95,1842.37
1389916800,1347.81,817.33,1838.7
1390521600,1314.07,796.28,1790.29
1391126400,1313.08,789.7,1782.59
1391731200,1308.38,795.29,1797.02
1392336000,1346.86,812.57,1838.63
1392940800,1356.56,807.33,1836.25
1393545600,1375.33,818.24,1859.45
1394150400,1388.95,826.7,1878.04
1394755200,1364.1,809.95,1841.13
1395360000,1379.87,823.69,1866.52
1395964800,1358.2,822.4,1857.62
1396569600,1367.11,824.58,1865.09
1397174400,1318.5,804.9,1815.69
1397692800,1351.42,825.68,1864.85
1398384000,1347.22,825.56,1863.4
1398988800,1361.57,833.86,1881.14
1399593600,1353.79,832.96,1878.48
1400198400,1352.53,832.32,1877.86
1400803200,1369.66,842.59,1900.53
1401408000,1377.98,852.69,1923.57
